wpath|transcript
/data/TORGO/dysarthric/F01_1_0014.wav|he slowly takes a short walk in the open air each day
/data/TORGO/dysarthric/M03_2_0417.wav|bread
/data/TORGO/dysarthric/M02_2_0187.wav|i expect well bounce back this week
/data/TORGO/dysarthric/M03_2_0327.wav|him
/data/TORGO/dysarthric/M01_1_0083.wav|knew
/data/TORGO/dysarthric/M03_2_0346.wav|nothing has been done yet to take advantage of the enabling legislation
/data/TORGO/dysarthric/M03_2_0026.wav|sheet
/data/TORGO/dysarthric/M05_2_0142.wav|pitting
/data/TORGO/dysarthric/F03_1_0183.wav|cycle
/data/TORGO/dysarthric/M05_2_0295.wav|wicked
/data/TORGO/dysarthric/F04_1_0111.wav|beat
/data/TORGO/dysarthric/M04_2_0251.wav|select
/data/TORGO/dysarthric/M01_2_3_0188.wav|aluminum silverware can often be flimsy
/data/TORGO/dysarthric/M04_1_0114.wav|bubble
/data/TORGO/dysarthric/M04_2_0255.wav|youre used to being on the field
/data/TORGO/dysarthric/M05_2_0240.wav|hotel
/data/TORGO/dysarthric/M04_2_0139.wav|bad
/data/TORGO/dysarthric/M01_2_3_0006.wav|torn
/data/TORGO/dysarthric/M04_2_0190.wav|where were you while we were away
/data/TORGO/dysarthric/M01_2_3_0111.wav|if you destroy confidence in banks you do something to the economy he said
/data/TORGO/dysarthric/F04_2_0065.wav|write
/data/TORGO/dysarthric/M03_2_0311.wav|top
/data/TORGO/dysarthric/F03_2_0143.wav|the books are very expensive
/data/TORGO/dysarthric/M02_2_0081.wav|select
/data/TORGO/dysarthric/M03_2_0220.wav|witch
/data/TORGO/dysarthric/F04_1_0075.wav|floor
/data/TORGO/dysarthric/M03_2_0087.wav|trade
/data/TORGO/dysarthric/F01_1_0031.wav|the quick brown fox jumps over the lazy dog
/data/TORGO/dysarthric/M03_2_0217.wav|shoot
/data/TORGO/dysarthric/F01_1_0098.wav|range
/data/TORGO/dysarthric/F01_1_0012.wav|meat
/data/TORGO/dysarthric/M03_2_0212.wav|group
/data/TORGO/dysarthric/F01_1_0114.wav|well he is nearly ninety three years old
/data/TORGO/dysarthric/M05_1_0072.wav|knew
/data/TORGO/dysarthric/M01_2_3_0192.wav|blow
/data/TORGO/dysarthric/M02_2_0080.wav|air
/data/TORGO/dysarthric/M01_2_3_0210.wav|reek
/data/TORGO/dysarthric/M01_2_3_0267.wav|vat
/data/TORGO/dysarthric/M01_2_3_0285.wav|yes
/data/TORGO/dysarthric/F03_1_0141.wav|jane may earn more money by working hard
/data/TORGO/dysarthric/F03_3_0201.wav|wicked
/data/TORGO/dysarthric/M04_1_0039.wav|up
/data/TORGO/dysarthric/M03_2_0365.wav|leak
/data/TORGO/dysarthric/M01_2_3_0222.wav|i expect well bounce back this week
/data/TORGO/dysarthric/M05_2_0129.wav|back
/data/TORGO/dysarthric/M05_1_0026.wav|bubble
/data/TORGO/dysarthric/M05_1_0031.wav|slip
/data/TORGO/dysarthric/M04_2_0092.wav|gadget
/data/TORGO/dysarthric/M03_2_0382.wav|hitting
/data/TORGO/dysarthric/M03_2_0170.wav|were
/data/TORGO/dysarthric/F03_1_0177.wav|error
/data/TORGO/dysarthric/M02_2_0107.wav|sigh
/data/TORGO/dysarthric/F03_1_0169.wav|toot
/data/TORGO/dysarthric/F04_1_0102.wav|feed
/data/TORGO/dysarthric/M02_2_0153.wav|bloat
/data/TORGO/dysarthric/M04_2_0148.wav|pile
/data/TORGO/dysarthric/F04_2_0088.wav|swing your arm as high as you can
/data/TORGO/dysarthric/M03_2_0174.wav|cheer
/data/TORGO/dysarthric/M05_1_0048.wav|warm
/data/TORGO/dysarthric/M01_2_3_0236.wav|part
/data/TORGO/dysarthric/M05_2_0072.wav|dot
/data/TORGO/dysarthric/M05_1_0011.wav|feet
/data/TORGO/dysarthric/F04_2_0188.wav|fat
/data/TORGO/dysarthric/M03_2_0034.wav|feet
/data/TORGO/dysarthric/M03_2_0155.wav|youre used to being on the field
/data/TORGO/dysarthric/M02_2_0148.wav|start
/data/TORGO/dysarthric/M02_1_0224.wav|fate
/data/TORGO/dysarthric/F03_1_0201.wav|air
/data/TORGO/dysarthric/M04_2_0204.wav|slip
/data/TORGO/dysarthric/M04_2_0147.wav|two other cases also were under advisement
/data/TORGO/dysarthric/M03_2_0086.wav|fee
/data/TORGO/dysarthric/M04_1_0068.wav|double
/data/TORGO/dysarthric/M03_2_0040.wav|raid
/data/TORGO/dysarthric/M02_2_0170.wav|spain
/data/TORGO/dysarthric/M01_2_3_0020.wav|feed
/data/TORGO/dysarthric/F01_1_0091.wav|dagger
/data/TORGO/dysarthric/M03_2_0374.wav|carl lives in a lively home
/data/TORGO/dysarthric/F03_3_0023.wav|she doesnt like to have it hanging around
/data/TORGO/dysarthric/M01_2_3_0169.wav|fitting
/data/TORGO/dysarthric/F03_3_0140.wav|whisky
/data/TORGO/dysarthric/M02_2_0158.wav|mitten
/data/TORGO/dysarthric/F04_2_0141.wav|bitten
/data/TORGO/dysarthric/M01_1_0060.wav|rate
/data/TORGO/dysarthric/M02_1_0169.wav|all the big baseball players get traded
/data/TORGO/dysarthric/M05_2_0213.wav|i have had my bell rung
/data/TORGO/dysarthric/M01_2_3_0194.wav|seven
/data/TORGO/dysarthric/M01_2_3_0031.wav|fate
/data/TORGO/dysarthric/M01_1_0015.wav|tip
/data/TORGO/dysarthric/M02_1_0088.wav|warm
/data/TORGO/dysarthric/M05_2_0067.wav|steer
/data/TORGO/dysarthric/M02_1_0134.wav|area
/data/TORGO/dysarthric/M03_2_0256.wav|this is a period of transition for me
/data/TORGO/dysarthric/M03_2_0053.wav|trait
/data/TORGO/dysarthric/F03_1_0077.wav|go
/data/TORGO/dysarthric/F01_1_0103.wav|lead
/data/TORGO/dysarthric/M03_2_0162.wav|bright sunshine shimmers on the ocean
/data/TORGO/dysarthric/F03_3_0120.wav|sort
/data/TORGO/dysarthric/F03_1_0130.wav|gnaw
/data/TORGO/dysarthric/M04_1_0069.wav|pat
/data/TORGO/dysarthric/F04_2_0079.wav|alfalfa is healthy for you
/data/TORGO/dysarthric/M02_1_0219.wav|tile
/data/TORGO/dysarthric/M01_2_3_0110.wav|of
/data/TORGO/dysarthric/M05_2_0253.wav|league
/data/TORGO/dysarthric/M01_2_3_0265.wav|him
/data/TORGO/dysarthric/M02_1_0049.wav|swarm
/data/TORGO/dysarthric/F03_3_0126.wav|in
/data/TORGO/dysarthric/M05_2_0168.wav|mush
/data/TORGO/dysarthric/M05_2_0128.wav|two other cases also were under advisement
/data/TORGO/dysarthric/F03_2_0088.wav|part
/data/TORGO/dysarthric/M01_1_0087.wav|meat
/data/TORGO/dysarthric/F04_2_0080.wav|mush
/data/TORGO/dysarthric/M02_2_0145.wav|side
/data/TORGO/dysarthric/M05_2_0272.wav|litter
/data/TORGO/dysarthric/M04_2_0144.wav|bad
/data/TORGO/dysarthric/M02_1_0119.wav|two
/data/TORGO/dysarthric/F03_2_0087.wav|both injuries were to the same leg
/data/TORGO/dysarthric/M03_2_0182.wav|i scrubbed the floors thoroughly
/data/TORGO/dysarthric/M04_2_0271.wav|tile
/data/TORGO/dysarthric/F03_2_0081.wav|him
/data/TORGO/dysarthric/F03_1_0075.wav|he dresses himself in an ancient black frock coat
/data/TORGO/dysarthric/M02_2_0104.wav|students watched as he got out
/data/TORGO/dysarthric/M03_2_0085.wav|meat
/data/TORGO/dysarthric/M01_2_3_0022.wav|floor
/data/TORGO/dysarthric/M04_2_0044.wav|yet he still thinks as swiftly as ever
/data/TORGO/dysarthric/M03_2_0002.wav|now
/data/TORGO/dysarthric/M02_2_0078.wav|the humidity is overwhelming there
/data/TORGO/dysarthric/M03_2_0112.wav|bit
/data/TORGO/dysarthric/M04_2_0266.wav|fate
/data/TORGO/dysarthric/M03_2_0250.wav|two other cases also were under advisement
/data/TORGO/dysarthric/M01_2_3_0085.wav|here
/data/TORGO/dysarthric/M05_2_0039.wav|fate
/data/TORGO/dysarthric/M03_2_0143.wav|four
/data/TORGO/dysarthric/M04_1_0092.wav|lead
/data/TORGO/dysarthric/M03_2_0240.wav|pot
/data/TORGO/dysarthric/M04_2_0062.wav|the
/data/TORGO/dysarthric/M01_2_3_0213.wav|and
/data/TORGO/dysarthric/M04_1_0074.wav|left
/data/TORGO/dysarthric/M01_2_3_0187.wav|there is a treehouse up above
/data/TORGO/dysarthric/F03_1_0076.wav|born
/data/TORGO/dysarthric/F03_1_0191.wav|menu
/data/TORGO/dysarthric/F03_3_0114.wav|goat
/data/TORGO/dysarthric/M03_2_0142.wav|floor
/data/TORGO/dysarthric/M02_2_0179.wav|harp
/data/TORGO/dysarthric/M04_1_0057.wav|sticks
/data/TORGO/dysarthric/M05_2_0085.wav|the train approached the depot slowly
/data/TORGO/dysarthric/M03_2_0290.wav|sigh
/data/TORGO/dysarthric/M03_2_0032.wav|fair
/data/TORGO/dysarthric/F03_3_0146.wav|yes
/data/TORGO/dysarthric/M01_2_3_0058.wav|witch
/data/TORGO/dysarthric/F04_2_0096.wav|i expect well bounce back this week
/data/TORGO/dysarthric/M02_1_0231.wav|rock
/data/TORGO/dysarthric/M05_2_0022.wav|coupe
/data/TORGO/dysarthric/M03_2_0299.wav|cart
/data/TORGO/dysarthric/M04_2_0226.wav|youd be better off taking a cold shower
/data/TORGO/dysarthric/F03_3_0183.wav|some prefer the traditional steel kind
/data/TORGO/dysarthric/M05_2_0318.wav|tango
/data/TORGO/dysarthric/M04_2_0220.wav|jane may earn more money by working hard
/data/TORGO/dysarthric/M04_2_0127.wav|lead
/data/TORGO/dysarthric/M05_2_0215.wav|if you are losing water replace it immediately
/data/TORGO/dysarthric/M03_2_0324.wav|kitten
/data/TORGO/dysarthric/F03_2_0012.wav|rock
/data/TORGO/dysarthric/F04_2_0023.wav|witch
/data/TORGO/dysarthric/M03_2_0198.wav|we gathered shells on the beach
/data/TORGO/dysarthric/M03_2_0137.wav|write
/data/TORGO/dysarthric/M05_2_0078.wav|they carried me off on the stretcher
/data/TORGO/dysarthric/M04_2_0234.wav|ate
/data/TORGO/dysarthric/M01_1_0024.wav|dagger
/data/TORGO/dysarthric/M03_2_0403.wav|sand
/data/TORGO/dysarthric/F03_2_0118.wav|nothing has been done yet to take advantage of the enabling legislation
/data/TORGO/dysarthric/F04_1_0196.wav|were
/data/TORGO/dysarthric/M03_2_0013.wav|well he is nearly ninety three years old
/data/TORGO/dysarthric/M02_2_0139.wav|he wrapped the package hastily
/data/TORGO/dysarthric/F03_1_0094.wav|feet
/data/TORGO/dysarthric/F03_3_0006.wav|nice
/data/TORGO/dysarthric/F03_3_0158.wav|brought
/data/TORGO/dysarthric/F01_1_0054.wav|beat
/data/TORGO/dysarthric/F03_1_0012.wav|well he is nearly ninety three years old
/data/TORGO/dysarthric/F03_1_0080.wav|store
/data/TORGO/dysarthric/M02_1_0069.wav|train
/data/TORGO/dysarthric/F01_1_0044.wav|grow
/data/TORGO/dysarthric/F04_1_0137.wav|here
/data/TORGO/dysarthric/F03_1_0132.wav|pile
/data/TORGO/dysarthric/M04_2_0212.wav|urgent
/data/TORGO/dysarthric/M03_2_0281.wav|pit
/data/TORGO/dysarthric/M05_1_0068.wav|fee
/data/TORGO/dysarthric/M01_1_0023.wav|i will lead you
/data/TORGO/dysarthric/M04_2_0100.wav|twice each day he plays skillfully and with zest upon our small organ
/data/TORGO/dysarthric/F03_3_0112.wav|cash
/data/TORGO/dysarthric/M02_2_0156.wav|yes
/data/TORGO/dysarthric/M02_1_0177.wav|witch
/data/TORGO/dysarthric/M02_2_0122.wav|dark
/data/TORGO/dysarthric/M03_2_0249.wav|their house is grey and white
/data/TORGO/dysarthric/F03_2_0085.wav|i expect well bounce back this week
/data/TORGO/dysarthric/F03_1_0007.wav|stubble
/data/TORGO/dysarthric/M04_2_0019.wav|sheet
/data/TORGO/dysarthric/F03_3_0068.wav|and
/data/TORGO/dysarthric/M03_2_0280.wav|spit
/data/TORGO/dysarthric/M04_2_0178.wav|gnaw
/data/TORGO/dysarthric/F03_1_0187.wav|hear
/data/TORGO/dysarthric/M01_2_3_0208.wav|she wore warm fleecy woolen overalls
/data/TORGO/dysarthric/M04_1_0042.wav|chair
/data/TORGO/dysarthric/M01_2_3_0202.wav|this is a period of transition for me
/data/TORGO/dysarthric/M03_2_0021.wav|goat
/data/TORGO/dysarthric/F03_3_0190.wav|she wore a she
/data/TORGO/dysarthric/M05_2_0163.wav|the little schoolhouse stood empty
/data/TORGO/dysarthric/M02_2_0092.wav|coupe
/data/TORGO/dysarthric/M04_1_0022.wav|beat
/data/TORGO/dysarthric/M04_1_0103.wav|the
/data/TORGO/dysarthric/F01_1_0020.wav|usually minus several buttons
/data/TORGO/dysarthric/M02_1_0239.wav|deer
/data/TORGO/dysarthric/F01_1_0122.wav|tip
/data/TORGO/dysarthric/M05_2_0083.wav|toot
/data/TORGO/dysarthric/M04_2_0050.wav|feed
/data/TORGO/dysarthric/M05_2_0175.wav|kitten
/data/TORGO/dysarthric/M05_2_0325.wav|ned
/data/TORGO/dysarthric/M05_1_0043.wav|feet
/data/TORGO/dysarthric/M02_2_0223.wav|thorn
/data/TORGO/dysarthric/M04_2_0034.wav|down
/data/TORGO/dysarthric/M05_2_0204.wav|the job provides many benefits
/data/TORGO/dysarthric/M04_1_0032.wav|stubble
/data/TORGO/dysarthric/F03_1_0124.wav|feed
/data/TORGO/dysarthric/M05_2_0110.wav|tile
/data/TORGO/dysarthric/M02_1_0038.wav|feet
/data/TORGO/dysarthric/F03_3_0013.wav|geese
/data/TORGO/dysarthric/F04_2_0242.wav|witch
/data/TORGO/dysarthric/M05_2_0033.wav|shear
/data/TORGO/dysarthric/M05_2_0040.wav|sprinkle
/data/TORGO/dysarthric/M02_2_0135.wav|bit
/data/TORGO/dysarthric/M05_2_0329.wav|nest
/data/TORGO/dysarthric/M04_1_0013.wav|knew
/data/TORGO/dysarthric/M02_1_0195.wav|floor
/data/TORGO/dysarthric/F03_2_0007.wav|if you destroy confidence in banks you do something to the economy he said
/data/TORGO/dysarthric/M03_2_0254.wav|witty
/data/TORGO/dysarthric/M01_2_3_0100.wav|ate
/data/TORGO/dysarthric/M05_2_0202.wav|sign
/data/TORGO/dysarthric/M04_2_0114.wav|trait
/data/TORGO/dysarthric/M04_2_0254.wav|mere
/data/TORGO/dysarthric/M05_2_0087.wav|are your grades higher or lower than nancys
/data/TORGO/dysarthric/F01_1_0107.wav|read
/data/TORGO/dysarthric/F03_1_0136.wav|of
/data/TORGO/dysarthric/M03_2_0418.wav|left
/data/TORGO/dysarthric/F03_2_0003.wav|though
/data/TORGO/dysarthric/M05_2_0131.wav|all the big baseball players get traded
/data/TORGO/dysarthric/F04_1_0168.wav|steer
/data/TORGO/dysarthric/M05_2_0069.wav|cycle
/data/TORGO/dysarthric/F04_1_0151.wav|deer
/data/TORGO/dysarthric/M01_2_3_0212.wav|foxtrot
/data/TORGO/dysarthric/M04_1_0021.wav|goat
/data/TORGO/dysarthric/M02_1_0116.wav|feed
/data/TORGO/dysarthric/M02_1_0030.wav|torn
/data/TORGO/dysarthric/F04_2_0126.wav|this is a period of transition for me
/data/TORGO/dysarthric/M04_2_0136.wav|tie
/data/TORGO/dysarthric/F04_1_0059.wav|race
/data/TORGO/dysarthric/M05_2_0109.wav|slip
/data/TORGO/dysarthric/F04_2_0193.wav|a roll of wire lay near the wall
/data/TORGO/dysarthric/F03_2_0125.wav|reek
/data/TORGO/dysarthric/M05_1_0053.wav|jacket
/data/TORGO/dysarthric/F03_3_0099.wav|the hotel owner shrugged
/data/TORGO/dysarthric/M01_2_3_0263.wav|city
/data/TORGO/dysarthric/F03_3_0060.wav|chair
/data/TORGO/dysarthric/F03_3_0116.wav|rest
/data/TORGO/dysarthric/F03_1_0078.wav|bit
/data/TORGO/dysarthric/M03_2_0171.wav|mut
/data/TORGO/dysarthric/F03_3_0070.wav|kilo
/data/TORGO/dysarthric/M03_2_0213.wav|she is thinner than i am
/data/TORGO/dysarthric/M01_2_3_0093.wav|group
/data/TORGO/dysarthric/M04_2_0008.wav|sticks
/data/TORGO/dysarthric/F03_1_0111.wav|warm
/data/TORGO/dysarthric/M01_2_3_0149.wav|jungle
/data/TORGO/dysarthric/M05_2_0263.wav|take
/data/TORGO/dysarthric/M05_2_0214.wav|him
/data/TORGO/dysarthric/F03_3_0197.wav|being able to dance can help too
/data/TORGO/dysarthric/F04_2_0091.wav|much
/data/TORGO/dysarthric/F03_3_0196.wav|side
/data/TORGO/dysarthric/M01_2_3_0218.wav|lick
/data/TORGO/dysarthric/M05_1_0040.wav|yes
/data/TORGO/dysarthric/F03_3_0061.wav|fork
/data/TORGO/dysarthric/M02_1_0161.wav|mut
/data/TORGO/dysarthric/M02_1_0059.wav|beta
/data/TORGO/dysarthric/M04_2_0081.wav|born
/data/TORGO/dysarthric/F04_2_0011.wav|suit
/data/TORGO/dysarthric/F04_2_0181.wav|knitting
/data/TORGO/dysarthric/F03_2_0138.wav|hitting
/data/TORGO/dysarthric/M04_2_0257.wav|pot
/data/TORGO/dysarthric/F03_1_0060.wav|floor
/data/TORGO/dysarthric/F03_2_0066.wav|lick
/data/TORGO/dysarthric/M02_1_0085.wav|fee
/data/TORGO/dysarthric/M05_2_0307.wav|we have an excellent team
/data/TORGO/dysarthric/M03_2_0390.wav|sit
/data/TORGO/dysarthric/M02_2_0146.wav|barn
/data/TORGO/dysarthric/M05_2_0222.wav|cake
/data/TORGO/dysarthric/M02_1_0115.wav|except in the winter when the ooze or snow or ice prevents
/data/TORGO/dysarthric/M03_2_0288.wav|pit
/data/TORGO/dysarthric/M01_2_3_0004.wav|knee
/data/TORGO/dysarthric/F03_3_0097.wav|there was only one decision to be made
/data/TORGO/dysarthric/M03_2_0010.wav|air
/data/TORGO/dysarthric/F01_1_0110.wav|warm
/data/TORGO/dysarthric/F03_3_0087.wav|neat
/data/TORGO/dysarthric/M04_1_0061.wav|chair
/data/TORGO/dysarthric/M05_2_0301.wav|whisky
/data/TORGO/dysarthric/F03_1_0039.wav|chair
/data/TORGO/dysarthric/F03_2_0070.wav|fat
/data/TORGO/dysarthric/M02_1_0226.wav|mother sews yellow gingham aprons
/data/TORGO/dysarthric/F03_1_0189.wav|galore
/data/TORGO/dysarthric/M04_1_0014.wav|knee
/data/TORGO/dysarthric/F04_1_0160.wav|bat
/data/TORGO/dysarthric/M01_2_3_0030.wav|slip
/data/TORGO/dysarthric/M05_2_0172.wav|much
/data/TORGO/dysarthric/F04_2_0130.wav|papa
/data/TORGO/dysarthric/F04_2_0187.wav|fat
/data/TORGO/dysarthric/M01_2_3_0261.wav|dark
/data/TORGO/dysarthric/F04_2_0050.wav|sigh
/data/TORGO/dysarthric/F04_2_0058.wav|one validated acts of school districts
/data/TORGO/dysarthric/F03_1_0102.wav|the
/data/TORGO/dysarthric/M05_2_0140.wav|pretty
/data/TORGO/dysarthric/M03_2_0215.wav|air
/data/TORGO/dysarthric/F03_1_0125.wav|fee
/data/TORGO/dysarthric/F04_1_0166.wav|the islands are sparsely populated
/data/TORGO/dysarthric/M03_2_0046.wav|grow
/data/TORGO/dysarthric/M05_1_0121.wav|the
/data/TORGO/dysarthric/M03_2_0320.wav|students watched as he got out
/data/TORGO/dysarthric/F03_3_0160.wav|yankee
/data/TORGO/dysarthric/M03_2_0188.wav|tile
/data/TORGO/dysarthric/M04_2_0098.wav|well he is nearly ninety three years old
/data/TORGO/dysarthric/M02_1_0006.wav|grow
/data/TORGO/dysarthric/F04_1_0150.wav|where were you while we were away
/data/TORGO/dysarthric/F03_2_0058.wav|if you are losing water replace it immediately
/data/TORGO/dysarthric/F03_3_0069.wav|sheet
/data/TORGO/dysarthric/F03_2_0073.wav|sergeant
/data/TORGO/dysarthric/M05_1_0030.wav|slip
/data/TORGO/dysarthric/M04_2_0232.wav|suit
/data/TORGO/dysarthric/M03_2_0144.wav|my sister made the flowered curtains
/data/TORGO/dysarthric/F04_1_0154.wav|bad
/data/TORGO/dysarthric/M02_2_0176.wav|hum
/data/TORGO/dysarthric/M03_2_0169.wav|were
/data/TORGO/dysarthric/M05_2_0286.wav|the owners regularly look for plumbing leaks
/data/TORGO/dysarthric/F03_1_0052.wav|feed
/data/TORGO/dysarthric/F03_3_0194.wav|hotel
/data/TORGO/dysarthric/F04_1_0181.wav|ate
/data/TORGO/dysarthric/F04_1_0098.wav|for
/data/TORGO/dysarthric/M01_2_3_0133.wav|cope
/data/TORGO/dysarthric/M01_2_3_0260.wav|sitting
/data/TORGO/dysarthric/M02_2_0201.wav|pit
/data/TORGO/dysarthric/M05_2_0061.wav|bat
/data/TORGO/dysarthric/F03_3_0078.wav|three
/data/TORGO/dysarthric/M02_1_0083.wav|double
/data/TORGO/dysarthric/F03_1_0186.wav|explore
/data/TORGO/dysarthric/M01_1_0008.wav|fee
/data/TORGO/dysarthric/M04_2_0123.wav|no
/data/TORGO/dysarthric/M03_2_0405.wav|wicked
/data/TORGO/dysarthric/M01_2_3_0025.wav|wish
/data/TORGO/dysarthric/M05_1_0024.wav|dagger
/data/TORGO/dysarthric/M02_1_0236.wav|i scrubbed the floors thoroughly
/data/TORGO/dysarthric/M02_1_0227.wav|much
/data/TORGO/dysarthric/M05_2_0297.wav|uniform
/data/TORGO/dysarthric/M02_2_0197.wav|thought
/data/TORGO/dysarthric/F03_2_0016.wav|white
/data/TORGO/dysarthric/F03_1_0067.wav|gnaw
/data/TORGO/dysarthric/M03_2_0148.wav|area
/data/TORGO/dysarthric/F04_1_0007.wav|sheet
/data/TORGO/dysarthric/M02_1_0086.wav|glow
/data/TORGO/dysarthric/M05_1_0083.wav|warm
/data/TORGO/dysarthric/F03_2_0008.wav|youd be better off taking a cold shower
/data/TORGO/dysarthric/M01_2_3_0077.wav|fear
/data/TORGO/dysarthric/M04_2_0048.wav|a long flowing beard clings to his chin
/data/TORGO/dysarthric/M04_2_0229.wav|play
/data/TORGO/dysarthric/M01_2_3_0139.wav|know
/data/TORGO/dysarthric/M04_2_0049.wav|feed
/data/TORGO/dysarthric/F04_2_0078.wav|november
/data/TORGO/dysarthric/M05_2_0237.wav|sigh
/data/TORGO/dysarthric/M03_2_0397.wav|down
/data/TORGO/dysarthric/F04_2_0098.wav|mitten
/data/TORGO/dysarthric/F04_1_0087.wav|beta
/data/TORGO/dysarthric/M05_2_0062.wav|cheer
/data/TORGO/dysarthric/M02_2_0125.wav|sign
/data/TORGO/dysarthric/F01_1_0115.wav|feed
/data/TORGO/dysarthric/M04_2_0134.wav|sprinkle
/data/TORGO/dysarthric/M05_2_0374.wav|a
/data/TORGO/dysarthric/F04_1_0029.wav|knew
/data/TORGO/dysarthric/M01_2_3_0119.wav|delta
/data/TORGO/dysarthric/F03_2_0049.wav|slay
/data/TORGO/dysarthric/F04_2_0093.wav|thought
/data/TORGO/dysarthric/M04_1_0025.wav|rave
/data/TORGO/dysarthric/M05_2_0256.wav|she wore warm fleecy woolen overalls
/data/TORGO/dysarthric/F03_3_0206.wav|nest
/data/TORGO/dysarthric/M04_2_0164.wav|slay
/data/TORGO/dysarthric/F03_3_0015.wav|blend
/data/TORGO/dysarthric/M02_2_0109.wav|lick
/data/TORGO/dysarthric/M01_1_0051.wav|left
/data/TORGO/dysarthric/M03_2_0054.wav|store
/data/TORGO/dysarthric/M01_2_3_0114.wav|no
/data/TORGO/dysarthric/F03_2_0052.wav|forward
/data/TORGO/dysarthric/M04_1_0096.wav|read
/data/TORGO/dysarthric/F03_3_0170.wav|leak
/data/TORGO/dysarthric/M01_1_0086.wav|down
/data/TORGO/dysarthric/M04_1_0109.wav|horn
/data/TORGO/dysarthric/M01_1_0073.wav|go
/data/TORGO/dysarthric/M03_2_0023.wav|knew
/data/TORGO/dysarthric/M04_2_0238.wav|loop
/data/TORGO/dysarthric/F04_2_0019.wav|i scrubbed the floors thoroughly
/data/TORGO/dysarthric/M01_1_0025.wav|knew
/data/TORGO/dysarthric/F03_2_0146.wav|foxtrot
/data/TORGO/dysarthric/F03_3_0073.wav|walk
/data/TORGO/dysarthric/M05_2_0139.wav|mut
/data/TORGO/dysarthric/M02_1_0204.wav|urgent
/data/TORGO/dysarthric/F03_2_0075.wav|quebec
/data/TORGO/dysarthric/M04_1_0106.wav|usually minus several buttons
/data/TORGO/dysarthric/M05_2_0016.wav|whoop
/data/TORGO/dysarthric/M03_2_0334.wav|league
/data/TORGO/dysarthric/M02_1_0047.wav|store
/data/TORGO/dysarthric/M05_2_0276.wav|some hotels are available nearby
/data/TORGO/dysarthric/M01_2_3_0117.wav|bright sunshine shimmers on the ocean
/data/TORGO/dysarthric/M04_2_0233.wav|bat
/data/TORGO/dysarthric/M05_2_0262.wav|leak
/data/TORGO/dysarthric/F04_2_0224.wav|sheet
/data/TORGO/dysarthric/F03_1_0168.wav|their house is grey and white
/data/TORGO/dysarthric/F03_3_0115.wav|rip
/data/TORGO/dysarthric/M01_2_3_0167.wav|alimony harms a divorced mans wealth
/data/TORGO/dysarthric/F04_1_0101.wav|train
/data/TORGO/dysarthric/M05_2_0090.wav|sigh
/data/TORGO/dysarthric/M04_2_0052.wav|usually minus several buttons
/data/TORGO/dysarthric/M01_1_0053.wav|you wished to know all about my grandfather
/data/TORGO/dysarthric/M02_2_0238.wav|hand
/data/TORGO/dysarthric/M05_1_0119.wav|grow
/data/TORGO/dysarthric/F03_2_0035.wav|charlie
/data/TORGO/dysarthric/M04_2_0185.wav|briar
/data/TORGO/dysarthric/F04_2_0192.wav|bit
/data/TORGO/dysarthric/M05_2_0003.wav|boot
/data/TORGO/dysarthric/F03_1_0151.wav|light
/data/TORGO/dysarthric/M01_2_3_0102.wav|bat
/data/TORGO/dysarthric/F04_2_0075.wav|hem
/data/TORGO/dysarthric/M02_1_0163.wav|were
/data/TORGO/dysarthric/M03_2_0291.wav|yes
/data/TORGO/dysarthric/M01_1_0013.wav|a long flowing beard clings to his chin
/data/TORGO/dysarthric/M02_1_0043.wav|know
/data/TORGO/dysarthric/M01_2_3_0146.wav|everything went real smooth the sheriff said
/data/TORGO/dysarthric/F04_2_0030.wav|cycle
/data/TORGO/dysarthric/M03_2_0293.wav|tell
/data/TORGO/dysarthric/M05_2_0265.wav|carl lives in a lively home
/data/TORGO/dysarthric/M03_2_0093.wav|knew
/data/TORGO/dysarthric/M04_2_0198.wav|light
/data/TORGO/dysarthric/F03_2_0002.wav|know
/data/TORGO/dysarthric/M03_2_0379.wav|when all else fails use force
/data/TORGO/dysarthric/M03_2_0239.wav|side
/data/TORGO/dysarthric/M05_2_0134.wav|snoop
/data/TORGO/dysarthric/F03_3_0147.wav|up
/data/TORGO/dysarthric/M05_2_0385.wav|only lawyers love millionaires
/data/TORGO/dysarthric/F04_2_0070.wav|witch
/data/TORGO/dysarthric/M03_2_0168.wav|this was easy for us
/data/TORGO/dysarthric/F04_1_0061.wav|he slowly takes a short walk in the open air each day
/data/TORGO/dysarthric/F03_2_0038.wav|much
/data/TORGO/dysarthric/M05_2_0018.wav|prior
/data/TORGO/dysarthric/F03_3_0151.wav|ray
/data/TORGO/dysarthric/M03_2_0136.wav|sleep
/data/TORGO/dysarthric/M01_1_0026.wav|yet he still thinks as swiftly as ever
/data/TORGO/dysarthric/M05_2_0186.wav|it also provides for funds to clear slums and help colleges build dormitories
/data/TORGO/dysarthric/F04_2_0243.wav|although always alone we survive
/data/TORGO/dysarthric/M04_2_0022.wav|fee
/data/TORGO/dysarthric/M01_2_3_0045.wav|one validated acts of school districts
/data/TORGO/dysarthric/F03_2_0059.wav|yes
/data/TORGO/dysarthric/M03_2_0061.wav|bubble
/data/TORGO/dysarthric/M05_2_0100.wav|jane may earn more money by working hard
/data/TORGO/dysarthric/M03_2_0300.wav|the museum hires musicians every evening
/data/TORGO/dysarthric/F03_2_0064.wav|leak
